post_id,timestamp,platform,post_type,content,sentiment,likes,shares,comments,reach,impressions,engagement_rate,date,hour,day_of_week,sentiment_score
1370,2024-04-05 06:54:00,Twitter,Video,Testing this product,Neutral,719,167,21,962,53434,94.28,2024-04-05,6,Friday,0
1371,2024-09-26 05:17:00,Facebook,Text,Love this product! #amazing,Positive,216,130,25,39392,13728,0.94,2024-09-26,5,Thursday,1
1372,2024-09-13 05:56:00,TikTok,Image,Excellent service! Very satisfied,Positive,1023,331,93,21818,37561,6.63,2024-09-13,5,Friday,1
1373,2024-02-19 20:58:00,LinkedIn,Image,Amazing product! Exceeded expectations,Positive,280,123,49,28706,49716,1.57,2024-02-19,20,Monday,1
1374,2024-05-04 11:17:00,Twitter,Text,Terrible customer service,Negative,286,289,114,41765,42572,1.65,2024-05-04,11,Saturday,-1
1375,2024-02-18 09:01:00,Instagram,Text,Bad service. Would not recommend,Negative,14,18,172,18510,15278,1.1,2024-02-18,9,Sunday,-1
1376,2024-04-28 14:29:00,Facebook,Image,Average experience,Neutral,917,105,54,37170,79537,2.89,2024-04-28,14,Sunday,0
1377,2024-04-07 16:42:00,Twitter,Text,Love this product! #amazing,Positive,1299,104,90,14487,77210,10.31,2024-04-07,16,Sunday,1
1378,2024-10-06 16:04:00,Facebook,Text,Worst purchase ever. Total waste,Negative,863,138,85,27616,87757,3.93,2024-10-06,16,Sunday,-1
1379,2024-03-09 08:02:00,Facebook,Text,Worst purchase ever. Total waste,Negative,914,264,96,34382,31531,3.71,2024-03-09,8,Saturday,-1
1380,2024-10-03 20:27:00,Twitter,Video,Fantastic experience! Thank you,Positive,472,214,4,37135,91785,1.86,2024-10-03,20,Thursday,1
1381,2024-08-06 14:04:00,Instagram,Image,Terrible experience. Very disappointed,Negative,374,166,114,39293,64399,1.66,2024-08-06,14,Tuesday,-1
1382,2024-04-04 05:50:00,LinkedIn,Video,Amazing product! Exceeded expectations,Positive,1261,213,42,48416,60522,3.13,2024-04-04,5,Thursday,1
1383,2024-08-04 16:03:00,LinkedIn,Video,Worst purchase ever. Total waste,Negative,893,263,39,43864,67092,2.72,2024-08-04,16,Sunday,-1
1384,2024-07-26 08:52:00,Twitter,Image,Superb quality! Very happy,Positive,622,234,75,42900,74868,2.17,2024-07-26,8,Friday,1
1385,2024-04-02 23:37:00,Instagram,Video,Disappointed with the product,Negative,866,280,21,34635,22938,3.37,2024-04-02,23,Tuesday,-1
1386,2024-09-15 15:42:00,Facebook,Text,Fantastic experience! Thank you,Positive,1074,217,31,23101,99318,5.72,2024-09-15,15,Sunday,1
1387,2024-10-13 04:21:00,Facebook,Link,Great quality! Will buy again,Positive,631,120,146,19352,15530,4.64,2024-10-13,4,Sunday,1
1388,2024-07-18 06:55:00,Twitter,Video,Checking out this new item,Neutral,441,13,29,3211,70261,15.04,2024-07-18,6,Thursday,0
1389,2024-07-24 22:49:00,TikTok,Video,Amazing product! Exceeded expectations,Positive,403,102,136,29090,47514,2.2,2024-07-24,22,Wednesday,1
1390,2024-09-19 15:32:00,TikTok,Video,Worst purchase ever. Total waste,Negative,228,152,15,10563,665,3.74,2024-09-19,15,Thursday,-1
1391,2024-03-23 03:35:00,Instagram,Text,Superb quality! Very happy,Positive,1260,313,111,22425,67991,7.51,2024-03-23,3,Saturday,1
1392,2024-05-17 20:13:00,Twitter,Image,Product as described,Neutral,775,153,100,47826,580,2.15,2024-05-17,20,Friday,0
1393,2024-09-02 02:51:00,LinkedIn,Text,Poor quality. Not worth the money,Negative,678,169,134,15023,3294,6.53,2024-09-02,2,Monday,-1
1394,2024-08-23 00:38:00,Twitter,Video,Great quality! Will buy again,Positive,832,317,86,17812,73676,6.93,2024-08-23,0,Friday,1
1395,2024-01-02 17:21:00,TikTok,Text,Superb quality! Very happy,Positive,892,379,96,26810,57633,5.1,2024-01-02,17,Tuesday,1
1396,2024-03-05 01:41:00,Facebook,Image,Outstanding service! Five stars,Positive,1224,291,78,5970,14633,26.68,2024-03-05,1,Tuesday,1
1397,2024-05-14 15:33:00,Twitter,Image,Standard quality,Neutral,751,282,19,8102,24368,12.98,2024-05-14,15,Tuesday,0
1398,2024-03-11 14:11:00,TikTok,Video,Amazing product! Exceeded expectations,Positive,1152,252,13,38129,2938,3.72,2024-03-11,14,Monday,1
1399,2024-08-04 18:54:00,Twitter,Image,Superb quality! Very happy,Positive,271,161,31,40601,40987,1.14,2024-08-04,18,Sunday,1
1400,2024-05-18 22:09:00,Twitter,Image,Poor quality. Not worth the money,Negative,635,248,77,17000,81787,5.65,2024-05-18,22,Saturday,-1
1401,2024-06-13 17:55:00,Twitter,Image,Excellent service! Very satisfied,Positive,445,176,5,25615,58286,2.44,2024-06-13,17,Thursday,1
1402,2024-01-14 11:41:00,LinkedIn,Video,Best purchase ever! Highly recommend,Positive,66,271,113,46019,2372,0.98,2024-01-14,11,Sunday,1
1403,2024-04-01 23:15:00,LinkedIn,Text,Average experience,Neutral,669,252,82,16685,29374,6.01,2024-04-01,23,Monday,0
1404,2024-07-05 20:20:00,Facebook,Text,Superb quality! Very happy,Positive,216,340,66,24941,44596,2.49,2024-07-05,20,Friday,1
1405,2024-01-16 04:59:00,TikTok,Text,Checking out this new item,Neutral,154,64,95,24352,99071,1.29,2024-01-16,4,Tuesday,0
1406,2024-06-15 02:31:00,Facebook,Video,Excellent service! Very satisfied,Positive,1077,124,39,9182,72162,13.5,2024-06-15,2,Saturday,1
1407,2024-02-21 04:32:00,Twitter,Video,Outstanding service! Five stars,Positive,1341,137,28,932,48738,161.59,2024-02-21,4,Wednesday,1
1408,2024-08-09 21:11:00,Instagram,Video,Checking out this new item,Neutral,416,197,137,4580,18342,16.38,2024-08-09,21,Friday,0
1409,2024-04-29 08:59:00,LinkedIn,Text,Terrible customer service,Negative,550,158,163,17328,4587,5.03,2024-04-29,8,Monday,-1
1410,2024-09-14 12:52:00,Facebook,Video,Outstanding service! Five stars,Positive,1242,318,60,9744,22679,16.63,2024-09-14,12,Saturday,1
1411,2024-07-13 11:44:00,TikTok,Video,Product arrived today,Neutral,441,297,45,32287,48743,2.43,2024-07-13,11,Saturday,0
1412,2024-05-31 19:45:00,Instagram,Text,Outstanding service! Five stars,Positive,277,170,69,14314,45295,3.6,2024-05-31,19,Friday,1
1413,2024-05-29 05:12:00,Instagram,Video,Great quality! Will buy again,Positive,246,50,4,15951,62985,1.88,2024-05-29,5,Wednesday,1
1414,2024-04-14 03:19:00,Facebook,Image,Testing this product,Neutral,503,9,4,2021,73476,25.53,2024-04-14,3,Sunday,0
1415,2024-04-19 10:45:00,Instagram,Link,Terrible customer service,Negative,338,33,152,33532,88911,1.56,2024-04-19,10,Friday,-1
1416,2024-06-14 11:00:00,TikTok,Image,Fantastic experience! Thank you,Positive,981,53,68,18247,42411,6.04,2024-06-14,11,Friday,1
1417,2024-05-18 12:42:00,LinkedIn,Video,Disappointed with the product,Negative,755,247,187,34238,59645,3.47,2024-05-18,12,Saturday,-1
1418,2024-09-08 12:02:00,TikTok,Text,Best purchase ever! Highly recommend,Positive,487,344,87,43870,17021,2.09,2024-09-08,12,Sunday,1
1419,2024-02-04 10:16:00,Facebook,Image,Horrible experience. Never again,Negative,771,32,113,48613,64320,1.88,2024-02-04,10,Sunday,-1
1420,2024-09-05 22:22:00,TikTok,Text,"It's okay, nothing special",Neutral,283,151,111,18489,54291,2.95,2024-09-05,22,Thursday,0
1421,2024-05-06 11:58:00,Instagram,Text,Low quality. Not satisfied,Negative,296,71,177,12503,5452,4.35,2024-05-06,11,Monday,-1
1422,2024-03-24 13:29:00,TikTok,Image,"It's okay, nothing special",Neutral,708,156,55,35222,46809,2.61,2024-03-24,13,Sunday,0
1423,2024-01-04 00:26:00,LinkedIn,Text,Excellent service! Very satisfied,Positive,514,198,25,22070,30802,3.34,2024-01-04,0,Thursday,1
1424,2024-02-16 11:44:00,LinkedIn,Text,Amazing product! Exceeded expectations,Positive,726,94,14,4695,26766,17.76,2024-02-16,11,Friday,1
1425,2024-08-17 20:58:00,LinkedIn,Link,Terrible experience. Very disappointed,Negative,198,39,193,45182,22708,0.95,2024-08-17,20,Saturday,-1
1426,2024-07-24 09:52:00,Facebook,Image,Product arrived today,Neutral,932,299,107,18109,66852,7.39,2024-07-24,9,Wednesday,0
1427,2024-09-30 11:31:00,Facebook,Text,Excellent service! Very satisfied,Positive,610,32,82,14810,29730,4.89,2024-09-30,11,Monday,1
1428,2024-01-07 22:00:00,Twitter,Text,Best purchase ever! Highly recommend,Positive,1324,135,87,49470,20044,3.13,2024-01-07,22,Sunday,1
1429,2024-04-13 12:49:00,TikTok,Image,Love this product! #amazing,Positive,513,250,55,9901,24724,8.26,2024-04-13,12,Saturday,1
1430,2024-09-05 10:51:00,Instagram,Text,Horrible experience. Never again,Negative,312,111,72,36505,92324,1.36,2024-09-05,10,Thursday,-1
1431,2024-06-09 03:38:00,Instagram,Video,Superb quality! Very happy,Positive,1479,234,127,40468,81740,4.55,2024-06-09,3,Sunday,1
1432,2024-02-08 14:51:00,LinkedIn,Text,Horrible experience. Never again,Negative,800,8,141,20517,72817,4.63,2024-02-08,14,Thursday,-1
1433,2024-02-06 06:53:00,Instagram,Image,Fantastic experience! Thank you,Positive,649,265,29,1539,17967,61.27,2024-02-06,6,Tuesday,1
1434,2024-05-22 03:31:00,TikTok,Text,Product as described,Neutral,80,39,89,7073,22423,2.94,2024-05-22,3,Wednesday,0
1435,2024-02-01 17:23:00,Twitter,Image,Great quality! Will buy again,Positive,486,326,89,19433,10638,4.64,2024-02-01,17,Thursday,1
1436,2024-01-12 15:46:00,LinkedIn,Link,Excellent service! Very satisfied,Positive,799,163,44,45175,59929,2.23,2024-01-12,15,Friday,1
1437,2024-06-12 23:36:00,LinkedIn,Text,Fantastic experience! Thank you,Positive,198,257,29,28802,37813,1.68,2024-06-12,23,Wednesday,1
1438,2024-07-16 02:29:00,Instagram,Image,Terrible customer service,Negative,693,162,168,39036,36651,2.62,2024-07-16,2,Tuesday,-1
1439,2024-07-08 15:40:00,Instagram,Text,Love this product! #amazing,Positive,178,289,40,29960,21105,1.69,2024-07-08,15,Monday,1
1440,2024-09-26 07:16:00,Facebook,Text,Product as described,Neutral,515,293,118,26048,68982,3.55,2024-09-26,7,Thursday,0
1441,2024-07-25 19:05:00,LinkedIn,Image,Product arrived today,Neutral,67,11,115,5629,27577,3.43,2024-07-25,19,Thursday,0
1442,2024-10-03 17:03:00,Instagram,Image,Fantastic experience! Thank you,Positive,1027,139,1,9739,11894,11.98,2024-10-03,17,Thursday,1
1443,2024-08-26 23:57:00,Instagram,Text,Outstanding service! Five stars,Positive,265,296,128,15129,92101,4.55,2024-08-26,23,Monday,1
1444,2024-03-19 19:36:00,Instagram,Text,Outstanding service! Five stars,Positive,1032,143,141,42632,50515,3.09,2024-03-19,19,Tuesday,1
1445,2024-04-25 13:02:00,LinkedIn,Video,Outstanding service! Five stars,Positive,1261,297,96,2964,44893,55.8,2024-04-25,13,Thursday,1
1446,2024-03-18 14:54:00,Twitter,Link,Outstanding service! Five stars,Positive,130,282,118,46715,92900,1.13,2024-03-18,14,Monday,1
1447,2024-02-08 17:34:00,TikTok,Video,Fantastic experience! Thank you,Positive,583,146,72,42662,74967,1.88,2024-02-08,17,Thursday,1
1448,2024-01-04 10:46:00,Instagram,Image,Average experience,Neutral,149,248,103,49712,34187,1.01,2024-01-04,10,Thursday,0
1449,2024-02-21 02:05:00,Instagram,Video,Amazing product! Exceeded expectations,Positive,640,32,34,21176,90585,3.33,2024-02-21,2,Wednesday,1
1450,2024-09-15 12:06:00,TikTok,Text,Great quality! Will buy again,Positive,324,370,34,19578,43322,3.72,2024-09-15,12,Sunday,1
1451,2024-07-24 09:18:00,Facebook,Text,Bad service. Would not recommend,Negative,825,181,154,40800,3037,2.84,2024-07-24,9,Wednesday,-1
1452,2024-05-24 15:23:00,LinkedIn,Text,Low quality. Not satisfied,Negative,879,189,124,43075,63280,2.77,2024-05-24,15,Friday,-1
1453,2024-04-24 20:51:00,Instagram,Image,Standard quality,Neutral,936,265,125,44184,14047,3.0,2024-04-24,20,Wednesday,0
1454,2024-04-29 13:05:00,Instagram,Video,Great quality! Will buy again,Positive,330,148,143,1874,23057,33.14,2024-04-29,13,Monday,1
1455,2024-04-16 07:14:00,LinkedIn,Text,Worst purchase ever. Total waste,Negative,307,178,77,43796,11571,1.28,2024-04-16,7,Tuesday,-1
1456,2024-03-10 23:27:00,Facebook,Text,Superb quality! Very happy,Positive,973,347,134,34116,39124,4.26,2024-03-10,23,Sunday,1
1457,2024-01-18 10:46:00,Twitter,Text,Fantastic experience! Thank you,Positive,828,183,91,18319,15723,6.02,2024-01-18,10,Thursday,1
1458,2024-03-29 14:31:00,TikTok,Text,Best purchase ever! Highly recommend,Positive,958,261,136,29551,8272,4.59,2024-03-29,14,Friday,1
1459,2024-01-20 18:31:00,TikTok,Image,Outstanding service! Five stars,Positive,1465,299,120,49534,96688,3.8,2024-01-20,18,Saturday,1
1460,2024-06-21 08:08:00,TikTok,Video,Best purchase ever! Highly recommend,Positive,271,387,44,45743,11991,1.53,2024-06-21,8,Friday,1
1461,2024-01-13 03:59:00,Instagram,Text,Love this product! #amazing,Positive,160,387,132,26726,34757,2.54,2024-01-13,3,Saturday,1
1462,2024-05-10 00:41:00,LinkedIn,Text,Best purchase ever! Highly recommend,Positive,438,236,49,15924,38976,4.54,2024-05-10,0,Friday,1
1463,2024-02-04 08:05:00,Twitter,Image,Checking out this new item,Neutral,858,88,96,9091,28920,11.46,2024-02-04,8,Sunday,0
1464,2024-05-09 23:57:00,Twitter,Image,Excellent service! Very satisfied,Positive,525,41,37,13840,93657,4.36,2024-05-09,23,Thursday,1
1465,2024-02-15 09:33:00,Twitter,Video,Terrible experience. Very disappointed,Negative,769,151,88,19613,98031,5.14,2024-02-15,9,Thursday,-1
1466,2024-05-27 17:47:00,TikTok,Text,Terrible customer service,Negative,243,21,173,44516,19161,0.98,2024-05-27,17,Monday,-1
1467,2024-05-12 10:30:00,LinkedIn,Image,Superb quality! Very happy,Positive,1137,39,129,28928,90164,4.51,2024-05-12,10,Sunday,1
1468,2024-02-08 17:21:00,TikTok,Text,Average experience,Neutral,240,274,14,14451,73673,3.65,2024-02-08,17,Thursday,0
1469,2024-08-14 03:37:00,TikTok,Text,Horrible experience. Never again,Negative,200,152,57,48948,38049,0.84,2024-08-14,3,Wednesday,-1
1470,2024-01-11 15:06:00,Instagram,Text,Average experience,Neutral,633,211,86,13766,78455,6.76,2024-01-11,15,Thursday,0
1471,2024-10-17 18:53:00,Instagram,Video,Excellent service! Very satisfied,Positive,1360,371,66,9390,3114,19.14,2024-10-17,18,Thursday,1
1472,2024-07-13 16:02:00,Facebook,Text,Worst purchase ever. Total waste,Negative,278,173,74,687,2541,76.42,2024-07-13,16,Saturday,-1
1473,2024-10-09 22:30:00,Twitter,Image,Superb quality! Very happy,Positive,1251,36,1,35530,57841,3.63,2024-10-09,22,Wednesday,1
1474,2024-07-16 05:12:00,LinkedIn,Image,Just received my order,Neutral,695,204,31,42903,2385,2.17,2024-07-16,5,Tuesday,0
1475,2024-02-01 23:01:00,TikTok,Video,Horrible experience. Never again,Negative,501,291,105,9662,14798,9.28,2024-02-01,23,Thursday,-1
1476,2024-09-18 15:13:00,LinkedIn,Image,Checking out this new item,Neutral,620,261,41,15284,20234,6.03,2024-09-18,15,Wednesday,0
1477,2024-04-13 09:44:00,Facebook,Text,Excellent service! Very satisfied,Positive,670,106,64,26053,23791,3.22,2024-04-13,9,Saturday,1
1478,2024-08-17 13:26:00,Instagram,Text,Amazing product! Exceeded expectations,Positive,349,287,38,30746,79364,2.19,2024-08-17,13,Saturday,1
1479,2024-01-28 06:10:00,TikTok,Video,Horrible experience. Never again,Negative,895,253,173,46677,32509,2.83,2024-01-28,6,Sunday,-1
1480,2024-05-04 18:59:00,Instagram,Image,Low quality. Not satisfied,Negative,850,206,173,18847,77330,6.52,2024-05-04,18,Saturday,-1
1481,2024-04-25 01:35:00,TikTok,Image,Outstanding service! Five stars,Positive,547,267,141,34024,7992,2.81,2024-04-25,1,Thursday,1
1482,2024-10-15 00:08:00,LinkedIn,Text,Just received my order,Neutral,316,29,51,32094,14753,1.23,2024-10-15,0,Tuesday,0
1483,2024-08-26 18:38:00,LinkedIn,Link,Poor quality. Not worth the money,Negative,278,215,68,39959,2432,1.4,2024-08-26,18,Monday,-1
1484,2024-07-03 07:11:00,Facebook,Image,Love this product! #amazing,Positive,1195,326,115,10630,52966,15.39,2024-07-03,7,Wednesday,1
1485,2024-01-21 23:35:00,LinkedIn,Video,Best purchase ever! Highly recommend,Positive,1473,243,30,45680,18013,3.82,2024-01-21,23,Sunday,1
1486,2024-03-28 07:50:00,Twitter,Text,Fantastic experience! Thank you,Positive,657,1,70,47673,38102,1.53,2024-03-28,7,Thursday,1
1487,2024-02-10 04:43:00,Twitter,Text,Excellent service! Very satisfied,Positive,372,65,22,43082,18148,1.07,2024-02-10,4,Saturday,1
1488,2024-04-30 17:56:00,Twitter,Image,Great quality! Will buy again,Positive,960,321,130,29888,20380,4.72,2024-04-30,17,Tuesday,1
1489,2024-07-26 23:38:00,Twitter,Text,Disappointed with the product,Negative,626,228,28,49244,63493,1.79,2024-07-26,23,Friday,-1
1490,2024-06-13 11:53:00,Twitter,Video,Disappointed with the product,Negative,14,54,152,23663,53941,0.93,2024-06-13,11,Thursday,-1
1491,2024-06-07 22:09:00,TikTok,Text,Outstanding service! Five stars,Positive,567,180,142,2968,95700,29.95,2024-06-07,22,Friday,1
1492,2024-01-29 13:18:00,LinkedIn,Text,Excellent service! Very satisfied,Positive,649,250,140,30580,3398,3.4,2024-01-29,13,Monday,1
1493,2024-10-03 03:02:00,Twitter,Text,Great quality! Will buy again,Positive,885,349,1,23162,65945,5.33,2024-10-03,3,Thursday,1
1494,2024-06-20 11:58:00,Twitter,Text,Testing this product,Neutral,758,156,80,20092,76133,4.95,2024-06-20,11,Thursday,0
1495,2024-07-01 09:06:00,Facebook,Image,Amazing product! Exceeded expectations,Positive,655,327,54,15183,25901,6.82,2024-07-01,9,Monday,1
1496,2024-09-25 17:15:00,LinkedIn,Text,Low quality. Not satisfied,Negative,814,141,16,49746,78647,1.95,2024-09-25,17,Wednesday,-1
1497,2024-08-31 19:57:00,Facebook,Link,Average experience,Neutral,162,35,47,36121,88846,0.68,2024-08-31,19,Saturday,0
1498,2024-03-31 00:19:00,LinkedIn,Text,Amazing product! Exceeded expectations,Positive,31,163,143,49713,5566,0.68,2024-03-31,0,Sunday,1
1499,2024-10-03 07:17:00,TikTok,Video,Worst purchase ever. Total waste,Negative,859,266,168,30043,35134,4.3,2024-10-03,7,Thursday,-1
1500,2024-01-07 10:12:00,LinkedIn,Text,Poor quality. Not worth the money,Negative,494,202,198,32583,85022,2.74,2024-01-07,10,Sunday,-1
1501,2024-02-09 20:38:00,TikTok,Image,Best purchase ever! Highly recommend,Positive,1093,158,90,36079,52614,3.72,2024-02-09,20,Friday,1
1502,2024-01-23 04:38:00,Instagram,Text,Best purchase ever! Highly recommend,Positive,1420,262,14,19870,94941,8.54,2024-01-23,4,Tuesday,1
1503,2024-07-21 13:26:00,LinkedIn,Text,Great quality! Will buy again,Positive,889,304,129,14262,20564,9.27,2024-07-21,13,Sunday,1
1504,2024-07-24 05:29:00,LinkedIn,Text,Amazing product! Exceeded expectations,Positive,639,172,63,23197,27267,3.77,2024-07-24,5,Wednesday,1
1505,2024-03-29 05:10:00,Instagram,Text,Disappointed with the product,Negative,459,145,109,25029,15311,2.85,2024-03-29,5,Friday,-1
1506,2024-07-21 08:49:00,TikTok,Text,Love this product! #amazing,Positive,1120,157,50,1849,63474,71.77,2024-07-21,8,Sunday,1
1507,2024-10-10 03:00:00,Twitter,Video,Superb quality! Very happy,Positive,856,88,37,12183,16500,8.05,2024-10-10,3,Thursday,1
1508,2024-05-11 08:12:00,TikTok,Video,Disappointed with the product,Negative,96,207,88,25155,16322,1.55,2024-05-11,8,Saturday,-1
1509,2024-07-12 19:58:00,Twitter,Video,Outstanding service! Five stars,Positive,1246,300,48,46109,70907,3.46,2024-07-12,19,Friday,1
1510,2024-06-22 03:39:00,Facebook,Video,Excellent service! Very satisfied,Positive,679,78,14,22003,46549,3.5,2024-06-22,3,Saturday,1
1511,2024-05-25 01:58:00,Twitter,Text,Best purchase ever! Highly recommend,Positive,168,59,34,5011,77800,5.21,2024-05-25,1,Saturday,1
1512,2024-10-07 05:05:00,TikTok,Video,Average experience,Neutral,703,291,35,13361,12362,7.7,2024-10-07,5,Monday,0
1513,2024-01-25 11:46:00,Facebook,Image,Fantastic experience! Thank you,Positive,1255,74,107,37290,51810,3.85,2024-01-25,11,Thursday,1
1514,2024-01-07 20:27:00,Instagram,Image,Poor quality. Not worth the money,Negative,426,217,184,20126,3280,4.11,2024-01-07,20,Sunday,-1
1515,2024-10-13 22:21:00,Twitter,Image,Excellent service! Very satisfied,Positive,78,235,139,43226,48907,1.05,2024-10-13,22,Sunday,1
1516,2024-01-11 12:33:00,Twitter,Text,Horrible experience. Never again,Negative,479,51,116,29793,24587,2.17,2024-01-11,12,Thursday,-1
1517,2024-10-17 11:25:00,TikTok,Video,Worst purchase ever. Total waste,Negative,697,31,32,40191,54233,1.89,2024-10-17,11,Thursday,-1
1518,2024-05-26 20:22:00,TikTok,Link,Great quality! Will buy again,Positive,328,213,149,45823,15131,1.51,2024-05-26,20,Sunday,1
1519,2024-04-10 00:39:00,Twitter,Text,Just received my order,Neutral,253,224,103,37540,46790,1.55,2024-04-10,0,Wednesday,0
1520,2024-08-01 11:33:00,Instagram,Text,Amazing product! Exceeded expectations,Positive,874,260,51,2321,24546,51.06,2024-08-01,11,Thursday,1
